course_id,coupon_type,coupon_code,start_date,start_time,custom_price
4551180,custom_price,KMKAJAGLHR,2022-09-07,0:00,min
4008910,custom_price,OK6.4R97F9,2022-09-07,0:00,min
3995592,custom_price,4N-GT.Y.FR,2022-09-07,0:00,min
3773258,custom_price,SPPYOD-_LA,2022-09-07,0:00,min
2849846,custom_price,E9WQ7EZSAL,2022-09-07,0:00,min
2610106,custom_price,PHIA3CUUF-,2022-09-07,0:00,min
1671594,custom_price,ITR3-6CZ1D,2022-09-07,0:00,min
