course_id,coupon_type,coupon_code,start_date,start_time,custom_price
4551180,custom_price,Q-ESF1CWFG,2022-10-07 00:00:00,0:00,min
4008910,custom_price,1JSTZ5C94T,2022-10-07 00:00:00,0:00,min
3995592,custom_price,45-RUDZHM2,2022-10-07 00:00:00,0:00,min
3773258,custom_price,Z7X_NUWBYO,2022-10-07 00:00:00,0:00,min
2849846,custom_price,3FYMZK2EZ3,2022-10-07 00:00:00,0:00,min
2610106,custom_price,BFAIR0MHH5,2022-10-07 00:00:00,0:00,min
1671594,custom_price,1_7NE_I8_F,2022-10-07 00:00:00,0:00,min
